CASENAME,DAYS,DATE,WGNAME,KEYWORD,VALUE,UNITS,COMMENT
HISTORY,490,2016-05-05,1,BPR,1824.55,PSIA,NA
HISTORY,500,2016-05-15,1,BPR,1793.48,PSIA,NA
HISTORY,510,2016-05-25,1,BPR,1764.7,PSIA,NA
HISTORY,520,2016-06-04,1,BPR,1737.91,PSIA,NA
HISTORY,530,2016-06-14,1,BPR,1712.86,PSIA,NA
HISTORY,540,2016-06-24,1,BPR,1689.39,PSIA,NA
HISTORY,550,2016-07-04,1,BPR,1667.3,PSIA,NA
HISTORY,560,2016-07-14,1,BPR,1646.46,PSIA,NA
HISTORY,570,2016-07-24,1,BPR,1626.76,PSIA,NA
HISTORY,580,2016-08-03,1,BPR,1608.09,PSIA,NA
HISTORY,590,2016-08-13,1,BPR,1590.35,PSIA,NA
HISTORY,600,2016-08-23,1,BPR,1573.51,PSIA,NA
HISTORY,610,2016-09-02,1,BPR,1557.56,PSIA,NA
HISTORY,620,2016-09-12,1,BPR,1542.48,PSIA,NA
HISTORY,630,2016-09-22,1,BPR,1528.18,PSIA,NA
HISTORY,640,2016-10-02,1,BPR,1514.69,PSIA,NA
HISTORY,650,2016-10-12,1,BPR,1501.93,PSIA,NA
HISTORY,660,2016-10-22,1,BPR,1489.89,PSIA,NA
HISTORY,670,2016-11-01,1,BPR,1478.74,PSIA,NA
HISTORY,680,2016-11-11,1,BPR,1468.37,PSIA,NA
HISTORY,690,2016-11-21,1,BPR,1458.74,PSIA,NA
HISTORY,700,2016-12-01,1,BPR,1449.74,PSIA,NA
HISTORY,710,2016-12-11,1,BPR,1441.3,PSIA,NA
HISTORY,720,2016-12-21,1,BPR,1433.3,PSIA,NA
HISTORY,730,2016-12-31,1,BPR,1425.7,PSIA,NA
HISTORY,740,2017-01-10,1,BPR,1418.47,PSIA,NA
HISTORY,750,2017-01-20,1,BPR,1411.53,PSIA,NA
HISTORY,760,2017-01-30,1,BPR,1404.85,PSIA,NA
HISTORY,770,2017-02-09,1,BPR,1398.43,PSIA,NA
HISTORY,780,2017-02-19,1,BPR,1392.3,PSIA,NA
HISTORY,790,2017-03-01,1,BPR,1386.45,PSIA,NA
HISTORY,800,2017-03-11,1,BPR,1380.86,PSIA,NA
HISTORY,810,2017-03-21,1,BPR,1375.55,PSIA,NA
HISTORY,820,2017-03-31,1,BPR,1370.48,PSIA,NA
HISTORY,830,2017-04-10,1,BPR,1365.63,PSIA,NA
HISTORY,840,2017-04-20,1,BPR,1361.01,PSIA,NA
HISTORY,850,2017-04-30,1,BPR,1356.58,PSIA,NA
HISTORY,860,2017-05-10,1,BPR,1352.34,PSIA,NA
HISTORY,870,2017-05-20,1,BPR,1348.29,PSIA,NA
HISTORY,880,2017-05-30,1,BPR,1344.41,PSIA,NA
HISTORY,890,2017-06-09,1,BPR,1340.69,PSIA,NA
HISTORY,900,2017-06-19,1,BPR,1337.15,PSIA,NA
HISTORY,0,2015-01-01,1_1_1,BPR,3590.24,PSIA,NA
HISTORY,3.3,2015-01-04,1_1_1,BPR,3568.46,PSIA,NA
HISTORY,10,2015-01-11,1_1_1,BPR,3530.16,PSIA,NA
HISTORY,20,2015-01-21,1_1_1,BPR,3481.06,PSIA,NA
HISTORY,30,2015-01-31,1_1_1,BPR,3436.85,PSIA,NA
HISTORY,40,2015-02-10,1_1_1,BPR,3396.04,PSIA,NA
HISTORY,50,2015-02-20,1_1_1,BPR,3355.97,PSIA,NA
HISTORY,60,2015-03-02,1_1_1,BPR,3314.36,PSIA,NA
HISTORY,70,2015-03-12,1_1_1,BPR,3272.98,PSIA,NA
HISTORY,80,2015-03-22,1_1_1,BPR,3231.23,PSIA,NA
HISTORY,90,2015-04-01,1_1_1,BPR,3188.75,PSIA,NA
HISTORY,100,2015-04-11,1_1_1,BPR,3146.2,PSIA,NA
HISTORY,110,2015-04-21,1_1_1,BPR,3102.75,PSIA,NA
HISTORY,120,2015-05-01,1_1_1,BPR,3057.68,PSIA,NA
HISTORY,130,2015-05-11,1_1_1,BPR,3011.08,PSIA,NA
HISTORY,140,2015-05-21,1_1_1,BPR,2963.34,PSIA,NA
HISTORY,150,2015-05-31,1_1_1,BPR,2915.23,PSIA,NA
HISTORY,160,2015-06-10,1_1_1,BPR,2864.72,PSIA,NA
HISTORY,170,2015-06-20,1_1_1,BPR,2812.2,PSIA,NA
HISTORY,180,2015-06-30,1_1_1,BPR,2759.01,PSIA,NA
HISTORY,190,2015-07-10,1_1_1,BPR,2705.29,PSIA,NA
HISTORY,200,2015-07-20,1_1_1,BPR,2650.63,PSIA,NA
HISTORY,210,2015-07-30,1_1_1,BPR,2594.97,PSIA,NA
HISTORY,220,2015-08-09,1_1_1,BPR,2538.67,PSIA,NA
HISTORY,230,2015-08-19,1_1_1,BPR,2482.33,PSIA,NA
HISTORY,240,2015-08-29,1_1_1,BPR,2426.15,PSIA,NA
HISTORY,250,2015-09-08,1_1_1,BPR,2370.43,PSIA,NA
HISTORY,260,2015-09-18,1_1_1,BPR,2319.19,PSIA,NA
HISTORY,270,2015-09-28,1_1_1,BPR,2272.34,PSIA,NA
HISTORY,280,2015-10-08,1_1_1,BPR,2229.11,PSIA,NA
HISTORY,290,2015-10-18,1_1_1,BPR,2188.9,PSIA,NA
HISTORY,300,2015-10-28,1_1_1,BPR,2151.06,PSIA,NA
HISTORY,310,2015-11-07,1_1_1,BPR,2183.23,PSIA,NA
HISTORY,320,2015-11-17,1_1_1,BPR,2228.86,PSIA,NA
HISTORY,330,2015-11-27,1_1_1,BPR,2272.19,PSIA,NA
HISTORY,340,2015-12-07,1_1_1,BPR,2310.49,PSIA,NA
HISTORY,350,2015-12-17,1_1_1,BPR,2344,PSIA,NA
HISTORY,360,2015-12-27,1_1_1,BPR,2373.68,PSIA,NA
HISTORY,370,2016-01-06,1_1_1,BPR,2331.49,PSIA,NA
HISTORY,380,2016-01-16,1_1_1,BPR,2276.04,PSIA,NA
HISTORY,390,2016-01-26,1_1_1,BPR,2224.77,PSIA,NA
HISTORY,400,2016-02-05,1_1_1,BPR,2177.17,PSIA,NA
HISTORY,410,2016-02-15,1_1_1,BPR,2132.08,PSIA,NA
HISTORY,420,2016-02-25,1_1_1,BPR,2088.97,PSIA,NA
HISTORY,430,2016-03-06,1_1_1,BPR,2047.58,PSIA,NA
HISTORY,440,2016-03-16,1_1_1,BPR,2007.6,PSIA,NA
HISTORY,450,2016-03-26,1_1_1,BPR,1968.83,PSIA,NA
HISTORY,460,2016-04-05,1_1_1,BPR,1931.01,PSIA,NA
HISTORY,470,2016-04-15,1_1_1,BPR,1893.97,PSIA,NA
HISTORY,480,2016-04-25,1_1_1,BPR,1858.11,PSIA,NA
HISTORY,490,2016-05-05,1_1_1,BPR,1824.55,PSIA,NA
HISTORY,500,2016-05-15,1_1_1,BPR,1793.48,PSIA,NA
HISTORY,510,2016-05-25,1_1_1,BPR,1764.7,PSIA,NA
HISTORY,520,2016-06-04,1_1_1,BPR,1737.91,PSIA,NA
HISTORY,530,2016-06-14,1_1_1,BPR,1712.86,PSIA,NA
HISTORY,540,2016-06-24,1_1_1,BPR,1689.39,PSIA,NA
HISTORY,550,2016-07-04,1_1_1,BPR,1667.3,PSIA,NA
HISTORY,560,2016-07-14,1_1_1,BPR,1646.46,PSIA,NA
HISTORY,570,2016-07-24,1_1_1,BPR,1626.76,PSIA,NA
HISTORY,580,2016-08-03,1_1_1,BPR,1608.09,PSIA,NA
HISTORY,590,2016-08-13,1_1_1,BPR,1590.35,PSIA,NA
HISTORY,600,2016-08-23,1_1_1,BPR,1573.51,PSIA,NA
HISTORY,610,2016-09-02,1_1_1,BPR,1557.56,PSIA,NA
HISTORY,620,2016-09-12,1_1_1,BPR,1542.48,PSIA,NA
HISTORY,630,2016-09-22,1_1_1,BPR,1528.18,PSIA,NA
HISTORY,640,2016-10-02,1_1_1,BPR,1514.69,PSIA,NA
HISTORY,650,2016-10-12,1_1_1,BPR,1501.93,PSIA,NA
HISTORY,660,2016-10-22,1_1_1,BPR,1489.89,PSIA,NA
HISTORY,670,2016-11-01,1_1_1,BPR,1478.74,PSIA,NA
HISTORY,680,2016-11-11,1_1_1,BPR,1468.37,PSIA,NA
HISTORY,690,2016-11-21,1_1_1,BPR,1458.74,PSIA,NA
HISTORY,700,2016-12-01,1_1_1,BPR,1449.74,PSIA,NA
HISTORY,710,2016-12-11,1_1_1,BPR,1441.3,PSIA,NA
HISTORY,720,2016-12-21,1_1_1,BPR,1433.3,PSIA,NA
HISTORY,730,2016-12-31,1_1_1,BPR,1425.7,PSIA,NA
HISTORY,740,2017-01-10,1_1_1,BPR,1418.47,PSIA,NA
HISTORY,750,2017-01-20,1_1_1,BPR,1411.53,PSIA,NA
HISTORY,760,2017-01-30,1_1_1,BPR,1404.85,PSIA,NA
HISTORY,770,2017-02-09,1_1_1,BPR,1398.43,PSIA,NA
HISTORY,780,2017-02-19,1_1_1,BPR,1392.3,PSIA,NA
HISTORY,790,2017-03-01,1_1_1,BPR,1386.45,PSIA,NA
HISTORY,800,2017-03-11,1_1_1,BPR,1380.86,PSIA,NA
HISTORY,810,2017-03-21,1_1_1,BPR,1375.55,PSIA,NA
HISTORY,820,2017-03-31,1_1_1,BPR,1370.48,PSIA,NA
HISTORY,830,2017-04-10,1_1_1,BPR,1365.63,PSIA,NA
HISTORY,840,2017-04-20,1_1_1,BPR,1361.01,PSIA,NA
HISTORY,850,2017-04-30,1_1_1,BPR,1356.58,PSIA,NA
HISTORY,860,2017-05-10,1_1_1,BPR,1352.34,PSIA,NA
HISTORY,870,2017-05-20,1_1_1,BPR,1348.29,PSIA,NA
HISTORY,880,2017-05-30,1_1_1,BPR,1344.41,PSIA,NA
HISTORY,890,2017-06-09,1_1_1,BPR,1340.69,PSIA,NA
HISTORY,900,2017-06-19,1_1_1,BPR,1337.15,PSIA,NA
HISTORY,0,2015-01-01,10_25_15,BWSAT,0.352826,NA,NA
HISTORY,3.3,2015-01-04,10_25_15,BWSAT,0.352826,NA,NA
HISTORY,10,2015-01-11,10_25_15,BWSAT,0.352826,NA,NA
HISTORY,20,2015-01-21,10_25_15,BWSAT,0.352831,NA,NA
HISTORY,30,2015-01-31,10_25_15,BWSAT,0.35284,NA,NA
HISTORY,40,2015-02-10,10_25_15,BWSAT,0.352854,NA,NA
HISTORY,50,2015-02-20,10_25_15,BWSAT,0.352872,NA,NA
HISTORY,60,2015-03-02,10_25_15,BWSAT,0.352893,NA,NA
HISTORY,70,2015-03-12,10_25_15,BWSAT,0.352916,NA,NA
HISTORY,80,2015-03-22,10_25_15,BWSAT,0.352941,NA,NA
HISTORY,90,2015-04-01,10_25_15,BWSAT,0.352967,NA,NA
HISTORY,100,2015-04-11,10_25_15,BWSAT,0.352993,NA,NA
HISTORY,110,2015-04-21,10_25_15,BWSAT,0.35302,NA,NA
HISTORY,120,2015-05-01,10_25_15,BWSAT,0.353045,NA,NA
HISTORY,130,2015-05-11,10_25_15,BWSAT,0.353071,NA,NA
HISTORY,140,2015-05-21,10_25_15,BWSAT,0.353095,NA,NA
HISTORY,150,2015-05-31,10_25_15,BWSAT,0.353119,NA,NA
HISTORY,160,2015-06-10,10_25_15,BWSAT,0.353142,NA,NA
HISTORY,170,2015-06-20,10_25_15,BWSAT,0.353163,NA,NA
HISTORY,180,2015-06-30,10_25_15,BWSAT,0.353184,NA,NA
HISTORY,190,2015-07-10,10_25_15,BWSAT,0.353204,NA,NA
HISTORY,200,2015-07-20,10_25_15,BWSAT,0.353223,NA,NA
HISTORY,210,2015-07-30,10_25_15,BWSAT,0.353241,NA,NA
HISTORY,220,2015-08-09,10_25_15,BWSAT,0.353259,NA,NA
HISTORY,230,2015-08-19,10_25_15,BWSAT,0.353275,NA,NA
HISTORY,240,2015-08-29,10_25_15,BWSAT,0.353292,NA,NA
HISTORY,250,2015-09-08,10_25_15,BWSAT,0.353307,NA,NA
HISTORY,260,2015-09-18,10_25_15,BWSAT,0.353322,NA,NA
HISTORY,270,2015-09-28,10_25_15,BWSAT,0.353337,NA,NA
HISTORY,280,2015-10-08,10_25_15,BWSAT,0.353351,NA,NA
HISTORY,290,2015-10-18,10_25_15,BWSAT,0.353365,NA,NA
HISTORY,300,2015-10-28,10_25_15,BWSAT,0.353379,NA,NA
HISTORY,310,2015-11-07,10_25_15,BWSAT,0.353392,NA,NA
HISTORY,320,2015-11-17,10_25_15,BWSAT,0.353405,NA,NA
HISTORY,330,2015-11-27,10_25_15,BWSAT,0.353417,NA,NA
HISTORY,340,2015-12-07,10_25_15,BWSAT,0.353429,NA,NA
HISTORY,350,2015-12-17,10_25_15,BWSAT,0.35344,NA,NA
HISTORY,360,2015-12-27,10_25_15,BWSAT,0.353451,NA,NA
HISTORY,370,2016-01-06,10_25_15,BWSAT,0.353461,NA,NA
HISTORY,380,2016-01-16,10_25_15,BWSAT,0.353471,NA,NA
HISTORY,390,2016-01-26,10_25_15,BWSAT,0.35348,NA,NA
HISTORY,400,2016-02-05,10_25_15,BWSAT,0.353489,NA,NA
HISTORY,410,2016-02-15,10_25_15,BWSAT,0.353496,NA,NA
HISTORY,420,2016-02-25,10_25_15,BWSAT,0.353503,NA,NA
HISTORY,430,2016-03-06,10_25_15,BWSAT,0.353511,NA,NA
HISTORY,440,2016-03-16,10_25_15,BWSAT,0.353517,NA,NA
HISTORY,450,2016-03-26,10_25_15,BWSAT,0.35352,NA,NA
HISTORY,460,2016-04-05,10_25_15,BWSAT,0.353524,NA,NA
HISTORY,470,2016-04-15,10_25_15,BWSAT,0.35353,NA,NA
HISTORY,480,2016-04-25,10_25_15,BWSAT,0.353535,NA,NA
HISTORY,490,2016-05-05,10_25_15,BWSAT,0.353541,NA,NA
HISTORY,500,2016-05-15,10_25_15,BWSAT,0.353547,NA,NA
HISTORY,510,2016-05-25,10_25_15,BWSAT,0.353552,NA,NA
HISTORY,520,2016-06-04,10_25_15,BWSAT,0.353558,NA,NA
HISTORY,530,2016-06-14,10_25_15,BWSAT,0.353565,NA,NA
HISTORY,540,2016-06-24,10_25_15,BWSAT,0.353571,NA,NA
HISTORY,550,2016-07-04,10_25_15,BWSAT,0.353578,NA,NA
HISTORY,560,2016-07-14,10_25_15,BWSAT,0.353585,NA,NA
HISTORY,570,2016-07-24,10_25_15,BWSAT,0.353592,NA,NA
HISTORY,580,2016-08-03,10_25_15,BWSAT,0.353599,NA,NA
HISTORY,590,2016-08-13,10_25_15,BWSAT,0.353606,NA,NA
HISTORY,600,2016-08-23,10_25_15,BWSAT,0.353614,NA,NA
HISTORY,610,2016-09-02,10_25_15,BWSAT,0.353622,NA,NA
HISTORY,620,2016-09-12,10_25_15,BWSAT,0.35363,NA,NA
HISTORY,630,2016-09-22,10_25_15,BWSAT,0.353638,NA,NA
HISTORY,640,2016-10-02,10_25_15,BWSAT,0.353646,NA,NA
HISTORY,650,2016-10-12,10_25_15,BWSAT,0.353654,NA,NA
HISTORY,660,2016-10-22,10_25_15,BWSAT,0.353662,NA,NA
HISTORY,670,2016-11-01,10_25_15,BWSAT,0.35367,NA,NA
HISTORY,680,2016-11-11,10_25_15,BWSAT,0.353679,NA,NA
HISTORY,690,2016-11-21,10_25_15,BWSAT,0.353688,NA,NA
HISTORY,700,2016-12-01,10_25_15,BWSAT,0.353696,NA,NA
HISTORY,710,2016-12-11,10_25_15,BWSAT,0.353705,NA,NA
HISTORY,720,2016-12-21,10_25_15,BWSAT,0.353714,NA,NA
HISTORY,730,2016-12-31,10_25_15,BWSAT,0.353723,NA,NA
HISTORY,740,2017-01-10,10_25_15,BWSAT,0.353732,NA,NA
HISTORY,750,2017-01-20,10_25_15,BWSAT,0.35374100000000003,NA,NA
HISTORY,760,2017-01-30,10_25_15,BWSAT,0.35375,NA,NA
HISTORY,770,2017-02-09,10_25_15,BWSAT,0.353759,NA,NA
HISTORY,780,2017-02-19,10_25_15,BWSAT,0.353768,NA,NA
HISTORY,790,2017-03-01,10_25_15,BWSAT,0.353776,NA,NA
HISTORY,800,2017-03-11,10_25_15,BWSAT,0.353785,NA,NA
HISTORY,810,2017-03-21,10_25_15,BWSAT,0.353794,NA,NA
HISTORY,820,2017-03-31,10_25_15,BWSAT,0.353803,NA,NA
HISTORY,830,2017-04-10,10_25_15,BWSAT,0.353812,NA,NA
HISTORY,840,2017-04-20,10_25_15,BWSAT,0.35382,NA,NA
HISTORY,850,2017-04-30,10_25_15,BWSAT,0.353829,NA,NA
HISTORY,860,2017-05-10,10_25_15,BWSAT,0.353837,NA,NA
HISTORY,870,2017-05-20,10_25_15,BWSAT,0.353846,NA,NA
HISTORY,880,2017-05-30,10_25_15,BWSAT,0.353854,NA,NA
HISTORY,890,2017-06-09,10_25_15,BWSAT,0.353862,NA,NA
HISTORY,900,2017-06-19,10_25_15,BWSAT,0.353871,NA,NA
HISTORY,0,2015-01-01,8986,BWSAT,0.352826,NA,NA
HISTORY,3.3,2015-01-04,8986,BWSAT,0.352826,NA,NA
HISTORY,10,2015-01-11,8986,BWSAT,0.352826,NA,NA
HISTORY,20,2015-01-21,8986,BWSAT,0.352831,NA,NA
HISTORY,30,2015-01-31,8986,BWSAT,0.35284,NA,NA
HISTORY,40,2015-02-10,8986,BWSAT,0.352854,NA,NA
HISTORY,50,2015-02-20,8986,BWSAT,0.352872,NA,NA
HISTORY,60,2015-03-02,8986,BWSAT,0.352893,NA,NA
HISTORY,70,2015-03-12,8986,BWSAT,0.352916,NA,NA
HISTORY,80,2015-03-22,8986,BWSAT,0.352941,NA,NA
HISTORY,90,2015-04-01,8986,BWSAT,0.352967,NA,NA
HISTORY,100,2015-04-11,8986,BWSAT,0.352993,NA,NA
HISTORY,110,2015-04-21,8986,BWSAT,0.35302,NA,NA
HISTORY,120,2015-05-01,8986,BWSAT,0.353045,NA,NA
HISTORY,130,2015-05-11,8986,BWSAT,0.353071,NA,NA
HISTORY,140,2015-05-21,8986,BWSAT,0.353095,NA,NA
HISTORY,150,2015-05-31,8986,BWSAT,0.353119,NA,NA
HISTORY,160,2015-06-10,8986,BWSAT,0.353142,NA,NA
HISTORY,170,2015-06-20,8986,BWSAT,0.353163,NA,NA
HISTORY,180,2015-06-30,8986,BWSAT,0.353184,NA,NA
HISTORY,190,2015-07-10,8986,BWSAT,0.353204,NA,NA
HISTORY,200,2015-07-20,8986,BWSAT,0.353223,NA,NA
HISTORY,210,2015-07-30,8986,BWSAT,0.353241,NA,NA
HISTORY,220,2015-08-09,8986,BWSAT,0.353259,NA,NA
HISTORY,230,2015-08-19,8986,BWSAT,0.353275,NA,NA
HISTORY,240,2015-08-29,8986,BWSAT,0.353292,NA,NA
HISTORY,250,2015-09-08,8986,BWSAT,0.353307,NA,NA
HISTORY,260,2015-09-18,8986,BWSAT,0.353322,NA,NA
HISTORY,270,2015-09-28,8986,BWSAT,0.353337,NA,NA
HISTORY,280,2015-10-08,8986,BWSAT,0.353351,NA,NA
HISTORY,290,2015-10-18,8986,BWSAT,0.353365,NA,NA
HISTORY,300,2015-10-28,8986,BWSAT,0.353379,NA,NA
HISTORY,310,2015-11-07,8986,BWSAT,0.353392,NA,NA
HISTORY,320,2015-11-17,8986,BWSAT,0.353405,NA,NA
HISTORY,330,2015-11-27,8986,BWSAT,0.353417,NA,NA
HISTORY,340,2015-12-07,8986,BWSAT,0.353429,NA,NA
HISTORY,350,2015-12-17,8986,BWSAT,0.35344,NA,NA
HISTORY,360,2015-12-27,8986,BWSAT,0.353451,NA,NA
HISTORY,370,2016-01-06,8986,BWSAT,0.353461,NA,NA
HISTORY,380,2016-01-16,8986,BWSAT,0.353471,NA,NA
HISTORY,390,2016-01-26,8986,BWSAT,0.35348,NA,NA
HISTORY,400,2016-02-05,8986,BWSAT,0.353489,NA,NA
HISTORY,410,2016-02-15,8986,BWSAT,0.353496,NA,NA
HISTORY,420,2016-02-25,8986,BWSAT,0.353503,NA,NA
HISTORY,430,2016-03-06,8986,BWSAT,0.353511,NA,NA
HISTORY,440,2016-03-16,8986,BWSAT,0.353517,NA,NA
HISTORY,450,2016-03-26,8986,BWSAT,0.35352,NA,NA
HISTORY,460,2016-04-05,8986,BWSAT,0.353524,NA,NA
HISTORY,470,2016-04-15,8986,BWSAT,0.35353,NA,NA
HISTORY,480,2016-04-25,8986,BWSAT,0.353535,NA,NA
HISTORY,490,2016-05-05,8986,BWSAT,0.353541,NA,NA
HISTORY,500,2016-05-15,8986,BWSAT,0.353547,NA,NA
HISTORY,510,2016-05-25,8986,BWSAT,0.353552,NA,NA
HISTORY,520,2016-06-04,8986,BWSAT,0.353558,NA,NA
HISTORY,530,2016-06-14,8986,BWSAT,0.353565,NA,NA
HISTORY,540,2016-06-24,8986,BWSAT,0.353571,NA,NA
HISTORY,550,2016-07-04,8986,BWSAT,0.353578,NA,NA
HISTORY,560,2016-07-14,8986,BWSAT,0.353585,NA,NA
HISTORY,570,2016-07-24,8986,BWSAT,0.353592,NA,NA
HISTORY,580,2016-08-03,8986,BWSAT,0.353599,NA,NA
HISTORY,590,2016-08-13,8986,BWSAT,0.353606,NA,NA
HISTORY,600,2016-08-23,8986,BWSAT,0.353614,NA,NA
HISTORY,610,2016-09-02,8986,BWSAT,0.353622,NA,NA
HISTORY,620,2016-09-12,8986,BWSAT,0.35363,NA,NA
HISTORY,630,2016-09-22,8986,BWSAT,0.353638,NA,NA
HISTORY,640,2016-10-02,8986,BWSAT,0.353646,NA,NA
HISTORY,650,2016-10-12,8986,BWSAT,0.353654,NA,NA
HISTORY,660,2016-10-22,8986,BWSAT,0.353662,NA,NA
HISTORY,670,2016-11-01,8986,BWSAT,0.35367,NA,NA
HISTORY,680,2016-11-11,8986,BWSAT,0.353679,NA,NA
HISTORY,690,2016-11-21,8986,BWSAT,0.353688,NA,NA
HISTORY,700,2016-12-01,8986,BWSAT,0.353696,NA,NA
HISTORY,710,2016-12-11,8986,BWSAT,0.353705,NA,NA
HISTORY,720,2016-12-21,8986,BWSAT,0.353714,NA,NA
HISTORY,730,2016-12-31,8986,BWSAT,0.353723,NA,NA
HISTORY,740,2017-01-10,8986,BWSAT,0.353732,NA,NA
HISTORY,750,2017-01-20,8986,BWSAT,0.35374100000000003,NA,NA
HISTORY,760,2017-01-30,8986,BWSAT,0.35375,NA,NA
HISTORY,770,2017-02-09,8986,BWSAT,0.353759,NA,NA
HISTORY,780,2017-02-19,8986,BWSAT,0.353768,NA,NA
HISTORY,790,2017-03-01,8986,BWSAT,0.353776,NA,NA
HISTORY,800,2017-03-11,8986,BWSAT,0.353785,NA,NA
HISTORY,810,2017-03-21,8986,BWSAT,0.353794,NA,NA
HISTORY,820,2017-03-31,8986,BWSAT,0.353803,NA,NA
HISTORY,830,2017-04-10,8986,BWSAT,0.353812,NA,NA
HISTORY,840,2017-04-20,8986,BWSAT,0.35382,NA,NA
HISTORY,850,2017-04-30,8986,BWSAT,0.353829,NA,NA
HISTORY,860,2017-05-10,8986,BWSAT,0.353837,NA,NA
HISTORY,870,2017-05-20,8986,BWSAT,0.353846,NA,NA
HISTORY,880,2017-05-30,8986,BWSAT,0.353854,NA,NA
HISTORY,890,2017-06-09,8986,BWSAT,0.353862,NA,NA
HISTORY,900,2017-06-19,8986,BWSAT,0.353871,NA,NA
HISTORY,0,2015-01-01,FIELD,WGOR,-0,MSCF/STB,NA
HISTORY,3.3,2015-01-04,FIELD,WGOR,1.37514,MSCF/STB,NA
HISTORY,10,2015-01-11,FIELD,WGOR,1.36282,MSCF/STB,NA
HISTORY,20,2015-01-21,FIELD,WGOR,1.35723,MSCF/STB,NA
HISTORY,30,2015-01-31,FIELD,WGOR,1.36888,MSCF/STB,NA
HISTORY,40,2015-02-10,FIELD,WGOR,1.38057,MSCF/STB,NA
HISTORY,50,2015-02-20,FIELD,WGOR,1.41984,MSCF/STB,NA
HISTORY,60,2015-03-02,FIELD,WGOR,1.48417,MSCF/STB,NA
HISTORY,70,2015-03-12,FIELD,WGOR,1.5816,MSCF/STB,NA
HISTORY,80,2015-03-22,FIELD,WGOR,1.69976,MSCF/STB,NA
HISTORY,90,2015-04-01,FIELD,WGOR,1.83862,MSCF/STB,NA
HISTORY,100,2015-04-11,FIELD,WGOR,1.98017,MSCF/STB,NA
HISTORY,110,2015-04-21,FIELD,WGOR,2.12167,MSCF/STB,NA
